,,,,,,,
,,54.0946,639.6806,0.3009, Ethanol,Aniline,
,,760.4933,129.397,0.295, Ethanol,ThreeMethylpyridine,
,,51.1705,42.8613,0.3009, Ethanol,Cyclohexane,
,,820.8023,1349.6853,0.4995, Ethanol,Cyclohexanol,
,,645.7829,1383.711,0.5229, Ethanol,ButylAcetate,
,,516.141,1065.9086,0.4774, Ethanol,Dipropylether,
,,1823.3542,523.0474,0.3005, Ethanol,Triethylamine,
,,315.6078,339.0825,0.3056, Ethanol,Toluene,
,,876.7933,1390.4162,0.4485, Ethanol,Anisole,
,,1719.8644,833.8389,0.292, Ethanol,Two6Dimethylpyridine,
,,841.9935,55.3231,0.2958, Ethanol,Pentylacetate,
,,442.6124,634.1687,0.2945, Ethanol,Heptane,
,,248.0407,697.9004,0.2996, Ethanol,Ethylbezene,
,,713.5653,1147.8607,0.5292, Ethanol,Pxylene,
,,3458.4788,1438.8884,0.1704, Ethanol,Octane,
,,48.2159,19.6212,0.3016, Ethanol,TwoTwoFourTrimethylpentane,
,,552.3897,266.1248,0.2964, Ethanol,Hexadecane,
,,1137.265,1453.5947,0.4786, Ethanol,Oleicacid,
,,801.7191,1006.8831,0.4962, Ethanol,Water,
,,768.3633,760.08,0.2914, Ethanol,Chloroform,
,,1206.8097,1385.3721,0.4717, Ethanol,Acetone,
,,1091.0432,1500.6711,0.4738, Ethanol,TwoButanone,
,,2359.4082,1509.2033,0.4448, Ethanol,Benzene,
,,975.6816,343.5446,0.2988, Ethanol,CycloHexane,
,,57.9601,1241.7396,0.2937, Ethanol,Toluene,
,,285.3881,1289.2198,0.2909, Ethanol,nHeptane,
,,375.3497,45.3706,0.3006, Ethanol,pXylene,
,,437.1923,33.6363,0.3022, OnePropanol,Tetrachloroethylene,
,,255.3591,1047.1959,0.297, OnePropanol,Aceticacid,
,,761.7739,1393.7993,0.4376, OnePropanol,Propionicacid,
,,542.4128,772.4394,0.2937, OnePropanol,TwoMethoxyethanol,
,,1114.2947,1305.9242,0.4758, OnePropanol,Methacrylicacid,
,,1020.8405,889.3461,0.618, OnePropanol,TwoMethylOnePropanol,
,,608.3777,646.0412,0.2913, OnePropanol,Pyridine,
,,256.8999,327.5173,0.3044, OnePropanol,Methylmethacrylate,
,,189.7856,32.4657,0.307, OnePropnaol,Propylacetate,
,,406.3767,830.8897,0.3013, OnePropanol,ThreeMethylbutanol,
,,602.9687,45.3543,0.3061, OnePropnaol,Chlorobenzene,
,,276.6356,423.9162,0.3025, OnePropanol,TwoMethylpyridine,
,,2.8139,13.8657,0.3034, OnePropanol,ThreeMethylpyridine,
,,374.8691,412.2861,0.311, OnePropanol,FourMethylpyridine,
,,504.09,125.6451,0.2993, OnePropanol,Dipropylamine,
,,340.021,111.7437,0.3005, OnePropanol,Hexamethyldisiloxane,
,,12.2207,31.8303,0.3033, OnePropanol,Toluene,
,,456.2867,538.5114,0.2946, OnePropnaol,Two6Dimethylpyridine,
,,529.6444,608.3163,0.3054, OnePropanol,Heptane,
,,479.7439,540.4699,0.3045, OnePropanol,Pxylene,
,,523.8291,603.0924,0.3084, OnePropanol,Octane,
,,617.3558,459.5845,0.2892, OnePropanol,Decane,
,,1615.0711,498.3638,0.1028, OnePropanol,OneDecanol 57One,
,,25.622,922.0009,0.0175, TwoPropanol,OnePropanol,
,,472.9353,545.1853,0.296, isobutanol,Water,
,,1198.972,1377.2975,0.5193, Tertbutanol,Water,
,,563.6173,475.5966,0.2921, MethylFormate,Methanol,
,,1109.304,334.2112,0.2907, MethylAcetate,Methanol,
,,945.3159,520.2926,0.2895, MethylAcetate,Ethanol,
,,1068.0694,588.3325,0.2958, EthylAcetate,Ethanol,2c
,,167.2501,175.2928,0.3057, Ethylacetate,Water,
,,639.8173,2491.0163,0.4385, VinylAcetate,Ethanol,
,,471.7718,2030.8877,0.5155, DiethylEther,Methanol,
,,584.572,298.5567,0.2962, DiethylEther,Ethanol,
,,381.4559,346.536,0.2965, Diethylether,Water,
,,188.3139,158.0118,0.3013, Diisopropylether,Water,
,,305.6041,330.5105,0.2988, MethylTertButylEther,Methanol,
,,1285.988,1606.082,0.4393, Dimethoxymethane,Methanol,
,,505.1637,320.7403,0.2959, Dimethoxymethane,Water,
,,705.9989,211.158,0.2953,,,
,,763.6707,71.1984,0.2946, Tetrahydrofuran,Ethanol,
,,1544.0251,2086.4776,0.3792, Tetrahydrofuran,OnePropanol,
,,2665.1471,4202.0746,0.5409, Tetrahydrofuran,Water,
,,851.4954,465.836,0.8178, Tetrachloromethane,Methanol,
,,608.9115,712.0226,0.7259, Tertachloromethane,OnePropanol,
,,1608.07,1818.2947,0.4898, Tetrachloromethane,Benzene,
,,924.8499,61.1796,0.2986, Tetrachloromethane,Toluene,
